Notification ID,Alarm Number,Alarm Type,Severity,Alarm Time,Probable Cause,Probable Cause Code,Alarm Text,Distinguished Name,Object Class,Acknowledgement State,Acknowledgement Time/UnAcknowledgement Time,Acknowledgement User,Cancel State,Cancel Time,Cancel User,Name,Maintenance Region Name,Site Name,Site Priority,Site Address,Extra Information,Diagnostic Info,User Additional Information,Supplementary Information,Additional Information 1,Additional Information 2,Additional Information 3,Correlation Indicator,Notes Indicator,Trouble Ticket Indicator,Alarm Sound,Instance Counter,Consecutive Number,Alarm Insertion Time,Alarm Update Time,Controlling Object Name,Origin Alarm Time,Origin Alarm Update Time,Origin Acknowledgement/UnAcknowledgement Time,Origin Cancel Time,Related DN's
d9f624aef1839c723e1abc4bd888b9a56d9d369e,7103,Environmental,Critical,2023-06-09 10:55:31,Indeterminate,0,BASE STATION EXTERNAL ALARM NOTIFICATION,PLMN-PLMN/MRBTS-811615/EQM_R-1/APEQM_R-1/CABINET_R-1/SMOD_R-1/EAC_R-5,APEQM_R,false,,,false,,,,,eLHA001_HS_GLO_SWP,null,,,1401 unitName=FSMF path=/SMOD_R-1/EAC_R-5 additionalFaultID=1401 EAC_IN-2,affected_cells=none,RECTIFIER MODULE FAULTY,,,,false,false,,false,1,463893043,2023-06-09 10:55:39,2023-06-09 10:55:31,,2023-06-09 10:55:31 +05:00,2023-06-09 10:55:31 +05:00,,,
c8475f69ef209fdf112a95841aa241b6932d5391,7103,Environmental,Critical,2023-06-09 10:45:09,Indeterminate,0,BASE STATION EXTERNAL ALARM NOTIFICATION,PLMN-PLMN/MRBTS-810869/EQM_R-1/APEQM_R-1/CABINET_R-1/SMOD_R-1/EAC_R-3,APEQM_R,false,,,false,,,,,eLLR203_UG_SWP,null,,,1401 unitName=FSMF path=/SMOD_R-1/EAC_R-3 additionalFaultID=1401 EAC_IN-2,affected_cells=none,RECTIFIER MODULE FAULTY,,,,false,false,,false,1,463889707,2023-06-09 10:45:15,2023-06-09 10:45:09,,2023-06-09 10:45:09 +05:00,2023-06-09 10:45:09 +05:00,,,
33b3b9c46eb7b22d5eb036d52d8f45dd1f2a6c98,7103,Environmental,Critical,2023-06-09 10:43:09,Indeterminate,0,BASE STATION EXTERNAL ALARM NOTIFICATION,PLMN-PLMN/MRBTS-810633/EQM_R-1/APEQM_R-1/CABINET_R-2/SMOD_R-1/EAC_R-16,APEQM_R,false,,,false,,,,,eLSK201_HS_SWP,null,,,1401 unitName=FSMF path=/SMOD_R-1(Primary)/EAC_R-16 additionalFaultID=1401 EAC_IN-2,affected_cells=none,RECTIFIER MODULE FAULTY,,,,false,false,,false,1,463888946,2023-06-09 10:43:15,2023-06-09 10:43:09,,2023-06-09 10:43:09 +05:00,2023-06-09 10:43:09 +05:00,,,
8fc6bbdc3f61388fdad53f0b1624d3b3648b1e6f,7103,Environmental,Critical,2023-06-09 10:42:44,Indeterminate,0,BASE STATION EXTERNAL ALARM NOTIFICATION,PLMN-PLMN/MRBTS-812283/EQM_R-1/APEQM_R-1/CABINET_R-1/SMOD_R-1/EAC_R-1,APEQM_R,false,,,false,,,,,eLDWR04_MH,null,,,1401 unitName=FSMF path=/SMOD_R-1/EAC_R-1 additionalFaultID=1401 EAC_IN-2,affected_cells=none,RECTIFIER MODULE FAULTY,,,,false,false,,false,1,463888810,2023-06-09 10:42:52,2023-06-09 10:42:44,,2023-06-09 10:42:44 +05:00,2023-06-09 10:42:44 +05:00,,,
723801ecde02083644e9dd037c591ff2c2dc013,7103,Environmental,Critical,2023-06-09 10:37:35,Indeterminate,0,BASE STATION EXTERNAL ALARM NOTIFICATION,PLMN-PLMN/MRBTS-811746/EQM_R-1/APEQM_R-1/CABINET_R-1/SMOD_R-1/EAC_R-1,APEQM_R,false,,,false,,,,,eLMR003_SWP,null,,,1401 unitName=FSMF path=/SMOD_R-1/EAC_R-1 additionalFaultID=1401 EAC_IN-2,affected_cells=none,RECTIFIER MODULE FAULTY,,,,false,false,,false,1,463887130,2023-06-09 10:37:38,2023-06-09 10:37:35,,2023-06-09 10:37:35 +05:00,2023-06-09 10:37:35 +05:00,,,
812c44ca7f009f875b50ff06a03aaeb4137ed385,7103,Environmental,Critical,2023-06-09 10:33:35,Indeterminate,0,BASE STATION EXTERNAL ALARM NOTIFICATION,PLMN-PLMN/MRBTS-811014/EQM_R-1/APEQM_R-1/CABINET_R-1/SMOD_R-1/EAC_R-5,APEQM_R,false,,,false,,,,,eLKN004_UH_SWP,null,,,1401 unitName=FSMF path=/SMOD_R-1/EAC_R-5 additionalFaultID=1401 EAC_IN-2,affected_cells=none,RECTIFIER MODULE FAULTY,,,,false,false,,false,1,463885402,2023-06-09 10:33:40,2023-06-09 10:33:35,,2023-06-09 10:33:35 +05:00,2023-06-09 10:33:35 +05:00,,,
1428e05964b03a85bc482b7c8dc614e439b2c29e,7103,Environmental,Critical,2023-06-09 10:33:06,Indeterminate,0,BASE STATION EXTERNAL ALARM NOTIFICATION,PLMN-PLMN/MRBTS-811150/EQM_R-1/APEQM_R-1/CABINET_R-1/SMOD_R-1/EAC_R-18,APEQM_R,false,,,false,,,,,eLPK005_WH_SWP,null,,,1401 unitName=FSMF path=/SMOD_R-1/EAC_R-18 additionalFaultID=1401 EAC_IN-2,affected_cells=none,RECTIFIER MODULE FAULTY,,,,false,false,,false,1,463885227,2023-06-09 10:33:12,2023-06-09 10:33:06,,2023-06-09 10:33:06 +05:00,2023-06-09 10:33:06 +05:00,,,
39820cd2659067d1ee851337b094e71efc8fe240,7103,Environmental,Critical,2023-06-09 10:32:29,Indeterminate,0,BASE STATION EXTERNAL ALARM NOTIFICATION,PLMN-PLMN/MRBTS-810091/EQM_R-1/APEQM_R-1/CABINET_R-1/SMOD_R-1/EAC_R-5,APEQM_R,false,,,false,,,,,eLLR543_SWP,null,,,1401 unitName=FSMF path=/SMOD_R-1/EAC_R-5 additionalFaultID=1401 EAC_IN-2,affected_cells=none,RECTIFIER MODULE FAULTY,,,,false,false,,false,1,463885154,2023-06-09 10:32:58,2023-06-09 10:32:29,,2023-06-09 10:32:29 +05:00,2023-06-09 10:32:29 +05:00,,,
2d3aa3a89af0af6c1817de70feeb370f9f4142f2,7103,Environmental,Critical,2023-06-09 10:26:41,Indeterminate,0,BASE STATION EXTERNAL ALARM NOTIFICATION,PLMN-PLMN/MRBTS-811032/EQM_R-1/APEQM_R-1/CABINET_R-1/SMOD_R-1/EAC_R-6,APEQM_R,false,,,false,,,,,eLGW019_FTTT_ZH_SWP,null,,,1401 unitName=FSMF path=/SMOD_R-1/EAC_R-6 additionalFaultID=1401 EAC_IN-2,affected_cells=none,RECTIFIER MODULE FAULTY,,,,false,false,,false,1,463882270,2023-06-09 10:26:46,2023-06-09 10:26:41,,2023-06-09 10:26:41 +05:00,2023-06-09 10:26:41 +05:00,,,
7cc34653e07eae3833bf05e53b9597a51c14be9,7103,Environmental,Critical,2023-06-09 10:26:22,Indeterminate,0,BASE STATION EXTERNAL ALARM NOTIFICATION,PLMN-PLMN/MRBTS-810172/EQM_R-1/APEQM_R-1/CABINET_R-2/SMOD_R-1/EAC_R-2,APEQM_R,false,,,false,,,,,eLPHR09_UG_SWP,null,,,1401 unitName=FSMF path=/SMOD_R-1(Primary)/EAC_R-2 additionalFaultID=1401 EAC_IN-2,affected_cells=none,RECTIFIER MODULE FAULTY,,,,false,false,,false,1,463882088,2023-06-09 10:26:27,2023-06-09 10:26:22,,2023-06-09 10:26:22 +05:00,2023-06-09 10:26:22 +05:00,,,
d4e34ae74e4aa56a4cb6931414bfcf1120e44066,7103,Environmental,Critical,2023-06-09 10:24:28,Indeterminate,0,BASE STATION EXTERNAL ALARM NOTIFICATION,PLMN-PLMN/MRBTS-812289/EQM_R-1/APEQM_R-1/CABINET_R-1/SMOD_R-1/EAC_R-3,APEQM_R,false,,,false,,,,,eLSKR26_UH,null,,,1401 unitName=FSMF path=/SMOD_R-1/EAC_R-3 additionalFaultID=1401 EAC_IN-2,affected_cells=none,RECTIFIER MODULE FAULTY,,,,false,false,,false,1,463881102,2023-06-09 10:24:45,2023-06-09 10:24:28,,2023-06-09 10:24:28 +05:00,2023-06-09 10:24:28 +05:00,,,
46719c79374f098ae8500739f611f3b0807a977a,7103,Environmental,Critical,2023-06-09 10:23:12,Indeterminate,0,BASE STATION EXTERNAL ALARM NOTIFICATION,PLMN-PLMN/MRBTS-811539/EQM_R-1/APEQM_R-1/CABINET_R-1/SMOD_R-1/EAC_R-10,APEQM_R,false,,,false,,,,,eLTD002_SWP,null,,,1401 unitName=FSMF path=/SMOD_R-1/EAC_R-10 additionalFaultID=1401 EAC_IN-2,affected_cells=none,RECTIFIER MODULE FAULTY,,,,false,false,,false,1,463880323,2023-06-09 10:23:17,2023-06-09 10:23:12,,2023-06-09 10:23:12 +05:00,2023-06-09 10:23:12 +05:00,,,
21cb9b1ea6f963e478affc14df8417aeeb66ff6,7103,Environmental,Critical,2023-06-09 10:21:49,Indeterminate,0,BASE STATION EXTERNAL ALARM NOTIFICATION,PLMN-PLMN/MRBTS-811035/EQM_R-1/APEQM_R-1/CABINET_R-1/SMOD_R-1/EAC_R-18,APEQM_R,false,,,false,,,,,eLLN002_SWP,null,,,1401 unitName=FSMF path=/SMOD_R-1/EAC_R-18 additionalFaultID=1401 EAC_IN-2,affected_cells=none,RECTIFIER MODULE FAULTY,,,,false,false,,false,1,463879428,2023-06-09 10:22:00,2023-06-09 10:21:49,,2023-06-09 10:21:49 +05:00,2023-06-09 10:21:49 +05:00,,,
bcdb84824a3613e891d96b4de95d4faf621c87,7103,Environmental,Critical,2023-06-09 10:21:43,Indeterminate,0,BASE STATION EXTERNAL ALARM NOTIFICATION,PLMN-PLMN/MRBTS-812222/EQM_R-1/APEQM_R-1/CABINET_R-1/SMOD_R-1/EAC_R-7,APEQM_R,false,,,false,,,,,eLPB003_PTCL_HOST,null,,,1401 unitName=FSMF path=/SMOD_R-1/EAC_R-7 additionalFaultID=1401 EAC_IN-2,affected_cells=none,RECTIFIER MODULE FAULTY,,,,false,false,,false,1,463879242,2023-06-09 10:21:47,2023-06-09 10:21:43,,2023-06-09 10:21:43 +05:00,2023-06-09 10:21:43 +05:00,,,
b719611489756a47ec78fe6ffdd3aba50e8ea4b,7103,Environmental,Critical,2023-06-09 10:20:43,Indeterminate,0,BASE STATION EXTERNAL ALARM NOTIFICATION,PLMN-PLMN/MRBTS-811095/EQM_R-1/APEQM_R-1/CABINET_R-1/SMOD_R-1/EAC_R-21,APEQM_R,false,,,false,,,,,eLLR524_HS_GLO_SWP,null,,,1401 unitName=FSMF path=/SMOD_R-1/EAC_R-21 additionalFaultID=1401 EAC_IN-2,affected_cells=none,RECTIFIER MODULE FAULTY,,,,false,false,,false,1,463878493,2023-06-09 10:20:45,2023-06-09 10:20:43,,2023-06-09 10:20:43 +05:00,2023-06-09 10:20:43 +05:00,,,
4549e1a6ce5d28ec21bd483bb8ff5c1893f1ba6e,7103,Environmental,Critical,2023-06-09 10:20:31,Indeterminate,0,BASE STATION EXTERNAL ALARM NOTIFICATION,PLMN-PLMN/MRBTS-812391/EQM_R-1/APEQM_R-1/CABINET_R-1/SMOD_R-1/EAC_R-16,APEQM_R,false,,,false,,,,,eLLR935_GLO,null,,,1401 unitName=FSMF path=/SMOD_R-1/EAC_R-16 additionalFaultID=1401 EAC_IN-2,affected_cells=none,RECTIFIER MODULE FAULTY,,,,false,false,,false,1,463878442,2023-06-09 10:20:40,2023-06-09 10:20:31,,2023-06-09 10:20:31 +05:00,2023-06-09 10:20:31 +05:00,,,
5c443cb84fb9519b5d2495085759c7f1e4829e1a,7103,Environmental,Critical,2023-06-09 10:20:19,Indeterminate,0,BASE STATION EXTERNAL ALARM NOTIFICATION,PLMN-PLMN/MRBTS-810155/EQM_R-1/APEQM_R-1/CABINET_R-2/SMOD_R-1/EAC_R-21,APEQM_R,false,,,false,,,,,eLMG003_PLT_GLO_SWP,null,,,1401 unitName=FSMF path=/SMOD_R-1(Primary)/EAC_R-21 additionalFaultID=1401 EAC_IN-2,affected_cells=none,RECTIFIER MODULE FAULTY,,,,false,false,,false,1,463878278,2023-06-09 10:20:22,2023-06-09 10:20:19,,2023-06-09 10:20:19 +05:00,2023-06-09 10:20:19 +05:00,,,
313eeb4a5464ddbc7505977baef6f7a11cd58b3,7103,Environmental,Critical,2023-06-09 10:19:34,Indeterminate,0,BASE STATION EXTERNAL ALARM NOTIFICATION,PLMN-PLMN/MRBTS-810316/EQM_R-1/APEQM_R-1/CABINET_R-2/SMOD_R-1/EAC_R-14,APEQM_R,false,,,false,,,,,eLKW001_UH_SWP,null,,,1401 unitName=FSMF path=/SMOD_R-1(Primary)/EAC_R-14 additionalFaultID=1401 EAC_IN-2,affected_cells=none,RECTIFIER MODULE FAULTY,,,,false,false,,false,1,463878196,2023-06-09 10:20:12,2023-06-09 10:19:34,,2023-06-09 10:19:34 +05:00,2023-06-09 10:19:34 +05:00,,,
40b8fa9633aefe8287424b23661c137e7fe12448,7103,Environmental,Critical,2023-06-09 10:18:04,Indeterminate,0,BASE STATION EXTERNAL ALARM NOTIFICATION,PLMN-PLMN/MRBTS-811777/EQM_R-1/APEQM_R-1/CABINET_R-1/SMOD_R-1/EAC_R-7,APEQM_R,false,,,false,,,,,eMOKR19_GLO_SWP,null,,,1401 unitName=FSMF path=/SMOD_R-1/EAC_R-7 additionalFaultID=1401 EAC_IN-2,affected_cells=none,RECTIFIER MODULE FAULTY,,,,false,false,,false,1,463876720,2023-06-09 10:18:06,2023-06-09 10:18:04,,2023-06-09 10:18:04 +05:00,2023-06-09 10:18:04 +05:00,,,
5468e203e0f876aea3af192368c8f8aaaf41e83b,7103,Environmental,Critical,2023-06-09 10:18:04,Indeterminate,0,BASE STATION EXTERNAL ALARM NOTIFICATION,PLMN-PLMN/MRBTS-811772/EQM_R-1/APEQM_R-1/CABINET_R-1/SMOD_R-1/EAC_R-20,APEQM_R,false,,,false,,,,,eMOKR18_MHS_IP_AGG_GLO_SWP,null,,,1401 unitName=FSMF path=/SMOD_R-1/EAC_R-20 additionalFaultID=1401 EAC_IN-2,affected_cells=none,RECTIFIER MODULE FAULTY,,,,false,false,,false,1,463876743,2023-06-09 10:18:09,2023-06-09 10:18:04,,2023-06-09 10:18:04 +05:00,2023-06-09 10:18:04 +05:00,,,
8af4f0af7a1288d041fbef508728016aa03789bc,7103,Environmental,Critical,2023-06-09 10:17:26,Indeterminate,0,BASE STATION EXTERNAL ALARM NOTIFICATION,PLMN-PLMN/MRBTS-811299/EQM_R-1/APEQM_R-1/CABINET_R-1/SMOD_R-1/EAC_R-15,APEQM_R,false,,,false,,,,,eLNJ002_GLO_SWP,null,,,1401 unitName=FSMF path=/SMOD_R-1/EAC_R-15 additionalFaultID=1401 EAC_IN-2,affected_cells=none,RECTIFIER MODULE FAULTY,,,,false,false,,false,1,463876170,2023-06-09 10:17:30,2023-06-09 10:17:26,,2023-06-09 10:17:26 +05:00,2023-06-09 10:17:26 +05:00,,,
184646dc227ba23e6ebd82a7cf75adf48248d5,7103,Environmental,Critical,2023-06-09 10:17:06,Indeterminate,0,BASE STATION EXTERNAL ALARM NOTIFICATION,PLMN-PLMN/MRBTS-820803/EQM_R-1/APEQM_R-1/CABINET_R-2/SMOD_R-1/EAC_R-17,APEQM_R,false,,,false,,,,,eFSY001_SWP,null,,,1401 unitName=FSMF path=/SMOD_R-1(Primary)/EAC_R-17 additionalFaultID=1401 EAC_IN-2,affected_cells=none,RECTIFIER MODULE FAULTY,,,,false,false,,false,1,463875971,2023-06-09 10:17:11,2023-06-09 10:17:06,,2023-06-09 10:17:06 +05:00,2023-06-09 10:17:06 +05:00,,,
f98cbe2eaa03821e5e89a715c79a66dda2614559,7103,Environmental,Critical,2023-06-09 10:16:47,Indeterminate,0,BASE STATION EXTERNAL ALARM NOTIFICATION,PLMN-PLMN/MRBTS-812367/EQM_R-1/APEQM_R-1/CABINET_R-1/SMOD_R-1/EAC_R-1,APEQM_R,false,,,false,,,,,eLMVK02_E.CO_HOST_SWP,null,,,1401 unitName=FSMF path=/SMOD_R-1/EAC_R-1 additionalFaultID=1401 EAC_IN-2,affected_cells=none,RECTIFIER MODULE FAULTY,,,,false,false,,false,1,463875846,2023-06-09 10:16:56,2023-06-09 10:16:47,,2023-06-09 10:16:47 +05:00,2023-06-09 10:16:47 +05:00,,,
9b4a1a5eb5dccb463a9fef20dd05fcae7c5d7a3,7103,Environmental,Critical,2023-06-09 10:16:39,Indeterminate,0,BASE STATION EXTERNAL ALARM NOTIFICATION,PLMN-PLMN/MRBTS-820810/EQM_R-1/APEQM_R-1/CABINET_R-2/SMOD_R-1/EAC_R-14,APEQM_R,false,,,false,,,,,eLJK001_GLO_SWP,null,,,1401 unitName=FSMF path=/SMOD_R-1(Primary)/EAC_R-14 additionalFaultID=1401 EAC_IN-2,affected_cells=none,RECTIFIER MODULE FAULTY,,,,false,false,,false,1,463875767,2023-06-09 10:16:47,2023-06-09 10:16:39,,2023-06-09 10:16:39 +05:00,2023-06-09 10:16:39 +05:00,,,
3f3d17df32491fdecd1df0ba1d886ab394cd562,7103,Environmental,Critical,2023-06-09 10:16:37,Indeterminate,0,BASE STATION EXTERNAL ALARM NOTIFICATION,PLMN-PLMN/MRBTS-812049/EQM_R-1/APEQM_R-1/CABINET_R-1/SMOD_R-1/EAC_R-5,APEQM_R,false,,,false,,,,,eLMMN01_MH_SWP,null,,,1401 unitName=FSMF path=/SMOD_R-1/EAC_R-5 additionalFaultID=1401 EAC_IN-2,affected_cells=none,RECTIFIER MODULE FAULTY,,,,false,false,,false,1,463875751,2023-06-09 10:16:45,2023-06-09 10:16:37,,2023-06-09 10:16:37 +05:00,2023-06-09 10:16:37 +05:00,,,
5435ec91e743fc3b189330ae63df65a3ccf5033,7103,Environmental,Critical,2023-06-09 10:15:36,Indeterminate,0,BASE STATION EXTERNAL ALARM NOTIFICATION,PLMN-PLMN/MRBTS-812335/EQM_R-1/APEQM_R-1/CABINET_R-1/SMOD_R-1/EAC_R-14,APEQM_R,false,,,false,,,,,eLLH049_E.CO_HOST,null,,,1401 unitName=FSMF path=/SMOD_R-1/EAC_R-14 additionalFaultID=1401 EAC_IN-2,affected_cells=none,RECTIFIER MODULE FAULTY,,,,false,false,,false,1,463875016,2023-06-09 10:15:39,2023-06-09 10:15:36,,2023-06-09 10:15:36 +05:00,2023-06-09 10:15:36 +05:00,,,
9c35e4da6f69e44d37ee87d08ed9634d93497b3b,7103,Environmental,Critical,2023-06-09 10:15:15,Indeterminate,0,BASE STATION EXTERNAL ALARM NOTIFICATION,PLMN-PLMN/MRBTS-811231/EQM_R-1/APEQM_R-1/CABINET_R-2/SMOD_R-1/EAC_R-4,APEQM_R,false,,,false,,,,,eLPHR12_SWP,null,,,1401 unitName=FSMF path=/SMOD_R-1(Primary)/EAC_R-4 additionalFaultID=1401 EAC_IN-2,affected_cells=none,RECTIFIER MODULE FAULTY,,,,false,false,,false,1,463874794,2023-06-09 10:15:24,2023-06-09 10:15:15,,2023-06-09 10:15:15 +05:00,2023-06-09 10:15:15 +05:00,,,
6b4573ced207ea1fb5398989f546fec377b7c3c4,7103,Environmental,Critical,2023-06-09 10:15:12,Indeterminate,0,BASE STATION EXTERNAL ALARM NOTIFICATION,PLMN-PLMN/MRBTS-811233/EQM_R-1/APEQM_R-1/CABINET_R-1/SMOD_R-1/EAC_R-19,APEQM_R,false,,,false,,,,,eLRNS01_UH_SWP,null,,,1401 unitName=FSMF path=/SMOD_R-1/EAC_R-19 additionalFaultID=1401 EAC_IN-2,affected_cells=none,RECTIFIER MODULE FAULTY,,,,false,false,,false,1,463881570,2023-06-09 10:25:27,2023-06-09 10:15:12,,2023-06-09 10:15:12 +05:00,2023-06-09 10:15:12 +05:00,,,
f05e9702e75115894923ffb8b813be3639cb98af,7103,Environmental,Major,2023-06-09 10:14:36,Indeterminate,0,BASE STATION EXTERNAL ALARM NOTIFICATION,PLMN-PLMN/MRBTS-810854/EQM_R-1/APEQM_R-1/CABINET_R-2/SMOD_R-1/EAC_R-19,APEQM_R,false,,,false,,,,,eLLR843_MH_ZMORAN_SWP,null,,,1400 unitName=FSMF path=/SMOD_R-1(Primary)/EAC_R-19 additionalFaultID=1400 EAC_IN-13,affected_cells=none,RECTIFIER MODULE FAULTY,,,,false,false,,false,1,463874435,2023-06-09 10:14:42,2023-06-09 10:14:36,,2023-06-09 10:14:36 +05:00,2023-06-09 10:14:36 +05:00,,,
ce66235634dbc2b2978a0f443fd5bca9f74ed6a2,7103,Environmental,Critical,2023-06-09 10:14:01,Indeterminate,0,BASE STATION EXTERNAL ALARM NOTIFICATION,PLMN-PLMN/MRBTS-812423/EQM_R-1/APEQM_R-1/CABINET_R-1/SMOD_R-1/EAC_R-1,APEQM_R,false,,,false,,,,,eLSP032_UG,null,,,1401 unitName=FSMF path=/SMOD_R-1/EAC_R-1 additionalFaultID=1401 EAC_IN-2,affected_cells=none,RECTIFIER MODULE FAULTY,,,,false,false,,false,1,463874052,2023-06-09 10:14:07,2023-06-09 10:14:01,,2023-06-09 10:14:01 +05:00,2023-06-09 10:14:01 +05:00,,,
259902ce87c190ea8b4f2134a4026cb3c1eb33b0,7103,Environmental,Critical,2023-06-09 10:12:37,Indeterminate,0,BASE STATION EXTERNAL ALARM NOTIFICATION,PLMN-PLMN/MRBTS-810287/EQM_R-1/APEQM_R-1/CABINET_R-2/SMOD_R-1/EAC_R-15,APEQM_R,false,,,false,,,,,eLKY001_GLO_SWP,null,,,1401 unitName=FSMF path=/SMOD_R-1(Primary)/EAC_R-15 additionalFaultID=1401 EAC_IN-2,affected_cells=none,RECTIFIER MODULE FAULTY,,,,false,false,,false,1,463873527,2023-06-09 10:12:46,2023-06-09 10:12:37,,2023-06-09 10:12:37 +05:00,2023-06-09 10:12:37 +05:00,,,
595a1f9fadd640cb5f36b0b9f0c6176911499772,7103,Environmental,Critical,2023-06-09 10:12:06,Indeterminate,0,BASE STATION EXTERNAL ALARM NOTIFICATION,PLMN-PLMN/MRBTS-812264/EQM_R-1/APEQM_R-1/CABINET_R-1/SMOD_R-1/EAC_R-11,APEQM_R,false,,,false,,,,,eLLH015_UH,null,,,1401 unitName=FSMF path=/SMOD_R-1/EAC_R-11 additionalFaultID=1401 EAC_IN-2,affected_cells=none,RECTIFIER MODULE FAULTY,,,,false,false,,false,1,463873259,2023-06-09 10:12:07,2023-06-09 10:12:06,,2023-06-09 10:12:06 +05:00,2023-06-09 10:12:06 +05:00,,,
91e2021b99faba076d0d16bb272fb49684aebe4,7103,Environmental,Critical,2023-06-09 10:06:54,Indeterminate,0,BASE STATION EXTERNAL ALARM NOTIFICATION,PLMN-PLMN/MRBTS-812058/EQM_R-1/APEQM_R-1/CABINET_R-2/SMOD_R-1/EAC_R-7,APEQM_R,false,,,false,,,,,eLSKR01_MHS_IP_AGG_SWP,null,,,1401 unitName=FSMF path=/SMOD_R-1(Primary)/EAC_R-7 additionalFaultID=1401 EAC_IN-2,affected_cells=none,RECTIFIER MODULE FAULTY,,,,false,false,,false,1,463871423,2023-06-09 10:07:01,2023-06-09 10:06:54,,2023-06-09 10:06:54 +05:00,2023-06-09 10:06:54 +05:00,,,
ea148bb05854612427b94b9aefd7e6a9c928d360,7103,Environmental,Critical,2023-06-09 09:58:19,Indeterminate,0,BASE STATION EXTERNAL ALARM NOTIFICATION,PLMN-PLMN/MRBTS-813676/EQM_R-1/APEQM_R-1/CABINET_R-1/SMOD_R-1/EAC_R-6,APEQM_R,false,,,false,,,,,eLLH901_FTTT_GLO,null,,,1401 unitName=FSMF path=/SMOD_R-1/EAC_R-6 additionalFaultID=1401 EAC_IN-2,affected_cells=none,RECTIFIER MODULE FAULTY,,,,false,false,,false,1,463869220,2023-06-09 09:58:24,2023-06-09 09:58:19,,2023-06-09 09:58:19 +05:00,2023-06-09 09:58:19 +05:00,,,
3e7615275347274f647f8b193b49f01625a76a1e,7103,Environmental,Critical,2023-06-09 09:51:54,Indeterminate,0,BASE STATION EXTERNAL ALARM NOTIFICATION,PLMN-PLMN/MRBTS-810073/EQM_R-1/APEQM_R-1/CABINET_R-1/SMOD_R-1/EAC_R-20,APEQM_R,false,,,false,,,,,eLLR503_SWP,null,,,1401 unitName=FSMF path=/SMOD_R-1/EAC_R-20 additionalFaultID=1401 EAC_IN-2,affected_cells=none,RECTIFIER MODULE FAULTY,,,,false,false,,false,1,463867314,2023-06-09 09:51:57,2023-06-09 09:51:54,,2023-06-09 09:51:54 +05:00,2023-06-09 09:51:54 +05:00,,,
8e83810cd8d6ec7f7319c88b170f362fced38585,7103,Environmental,Critical,2023-06-09 09:51:05,Indeterminate,0,BASE STATION EXTERNAL ALARM NOTIFICATION,PLMN-PLMN/MRBTS-811834/EQM_R-1/APEQM_R-1/CABINET_R-2/SMOD_R-1/EAC_R-3,APEQM_R,false,,,false,,,,,eLKE001_GLO_SWP,null,,,1401 unitName=FSMF path=/SMOD_R-1(Primary)/EAC_R-3 additionalFaultID=1401 EAC_IN-2,affected_cells=none,RECTIFIER MODULE FAULTY,,,,false,false,,false,1,463867103,2023-06-09 09:51:09,2023-06-09 09:51:05,,2023-06-09 09:51:05 +05:00,2023-06-09 09:51:05 +05:00,,,
